category,country,state,subCategory,profit,sales
Office Supplies,Democratic Republic of the Congo,Kinshasa,Binders,167.82,728.82
Office Supplies,Democratic Republic of the Congo,Kinshasa,Art,1131.27,3707.94
Office Supplies,Democratic Republic of the Congo,Kinshasa,Appliances,236.94,2126.25
Office Supplies,Guinea,Kindia,Binders,0,169.38
Office Supplies,Guinea,Kindia,Appliances,263.04,526.08
Office Supplies,Turkey,Kilis,Storage,-42.312,43.368
Office Supplies,Turkey,Kilis,Envelopes,-2.424,8.076
Office Supplies,Turkey,Kilis,Binders,-90.39,67.32
Office Supplies,Tanzania,Kilimanjaro,Supplies,2.28,25.44
Office Supplies,Tanzania,Kilimanjaro,Envelopes,4.53,19.8
Office Supplies,Tanzania,Kilimanjaro,Binders,2.97,14.19
Office Supplies,Tanzania,Kigoma,Supplies,2.1,30.21
Office Supplies,Tanzania,Kigoma,Labels,.66,9.51
Office Supplies,Tanzania,Kigoma,Binders,19.68,100.65
Office Supplies,Tanzania,Kigoma,Appliances,818.28,3409.74
Office Supplies,Rwanda,Kigali,Supplies,22.23,234.81
Office Supplies,Rwanda,Kigali,Storage,110.1,302.34
Office Supplies,Rwanda,Kigali,Paper,17.7,118.68
Office Supplies,Rwanda,Kigali,Labels,9.12,20.34
Office Supplies,Rwanda,Kigali,Fasteners,53.28,195.84
Office Supplies,Rwanda,Kigali,Binders,1.26,15.84
Office Supplies,Rwanda,Kigali,Art,209.01,501.63
Office Supplies,Vietnam,Kiên Giang,Labels,17.8935,45.1935
Office Supplies,Vietnam,Kiên Giang,Envelopes,-5.2839,71.9361
Office Supplies,Vietnam,Kiên Giang,Binders,.071400000,9.6114
Office Supplies,Vietnam,Kiên Giang,Art,20.628,55.278
Office Supplies,Pakistan,Khyber Pakhtunkhwa,Supplies,-40.68,46.2
Office Supplies,Pakistan,Khyber Pakhtunkhwa,Storage,-88.935000000,740.775
Office Supplies,Pakistan,Khyber Pakhtunkhwa,Paper,-25.83,92.49
Office Supplies,Pakistan,Khyber Pakhtunkhwa,Labels,-13.92,17.28
Office Supplies,Pakistan,Khyber Pakhtunkhwa,Fasteners,-6.615000000,23.355
Office Supplies,Pakistan,Khyber Pakhtunkhwa,Art,-12.24,47.04
Office Supplies,Iran,Khuzestan,Supplies,185.64,516.69
Office Supplies,Iran,Khuzestan,Storage,244.35,1688.25
Office Supplies,Iran,Khuzestan,Paper,2.34,47.82
Office Supplies,Iran,Khuzestan,Labels,8.82,40.5
Office Supplies,Iran,Khuzestan,Fasteners,20.04,141.63
Office Supplies,Iran,Khuzestan,Binders,120.09,643.47
Office Supplies,Iran,Khuzestan,Art,87.69,618.06
Office Supplies,Bangladesh,Khulna,Envelopes,9.51,70.68
Office Supplies,Bangladesh,Khulna,Binders,24.6,63.45
Office Supplies,Namibia,Khomas,Storage,1.38,140.67
Office Supplies,Namibia,Khomas,Fasteners,40.32,194.25
Office Supplies,Namibia,Khomas,Binders,9.24,102.84
Office Supplies,Namibia,Khomas,Art,2.16,227.52
Office Supplies,Ukraine,Khmel'nyts'kyy,Storage,13.05,48.42
Office Supplies,Ukraine,Khmel'nyts'kyy,Binders,36.39,141.66
Office Supplies,Ukraine,Khmel'nyts'kyy,Art,45.12,115.08
Office Supplies,Ukraine,Khmel'nyts'kyy,Appliances,5.28,531.36
Office Supplies,Ukraine,Kherson,Storage,100.56,530.46
Office Supplies,Ukraine,Kherson,Labels,5.46,13.32
Office Supplies,Ukraine,Kherson,Binders,11.46,76.5
Office Supplies,Ukraine,Kherson,Art,90.66,379.02
Office Supplies,Tajikistan,Khatlon,Labels,-3.846,3.024
Office Supplies,Tajikistan,Khatlon,Envelopes,-7.992,4.428
Office Supplies,Sudan,Khartoum,Supplies,35.55,115.83
Office Supplies,Sudan,Khartoum,Storage,167.1,750.21
Office Supplies,Sudan,Khartoum,Paper,21.72,49.44
Office Supplies,Sudan,Khartoum,Fasteners,20.85,118.65
Office Supplies,Sudan,Khartoum,Envelopes,42.18,100.44
Office Supplies,Sudan,Khartoum,Binders,28.8,90.84
Office Supplies,Sudan,Khartoum,Art,53.88,218.04
Office Supplies,Sudan,Khartoum,Appliances,756.84,2565
Office Supplies,Ukraine,Kharkiv,Supplies,21.12,64.2
Office Supplies,Ukraine,Kharkiv,Storage,131.61,736.98
Office Supplies,Ukraine,Kharkiv,Paper,24.72,95.28
Office Supplies,Ukraine,Kharkiv,Labels,44.7,230.46
Office Supplies,Ukraine,Kharkiv,Fasteners,27.36,186.96
Office Supplies,Ukraine,Kharkiv,Envelopes,17.07,41.67
Office Supplies,Ukraine,Kharkiv,Binders,23.85,129.03
Office Supplies,Ukraine,Kharkiv,Art,122.37,365.07
Office Supplies,Vietnam,Khánh Hòa,Paper,63.4368,170.1168
Office Supplies,Vietnam,Khánh Hòa,Binders,11.0925,132.5925
Office Supplies,Iran,Kermanshah,Supplies,16.32,105.48
Office Supplies,Iran,Kermanshah,Storage,25.68,122.25
Office Supplies,Iran,Kermanshah,Paper,1.92,48.33
Office Supplies,Iran,Kermanshah,Envelopes,12.87,38.34
Office Supplies,Iran,Kermanshah,Binders,90.9,280.44
Office Supplies,Iran,Kermanshah,Art,18.06,51.66
Office Supplies,Iran,Kerman,Paper,27.78,67.86
Office Supplies,Iran,Kerman,Labels,4.02,12.24
Office Supplies,Iran,Kerman,Envelopes,34.14,373.83
Office Supplies,Iran,Kerman,Binders,26.61,72
Office Supplies,Iran,Kerman,Art,16.41,103.74
Office Supplies,Iran,Kerman,Appliances,72.96,1225.56
Office Supplies,India,Kerala,Storage,342.18,1151.52
Office Supplies,India,Kerala,Paper,43.26,383.16
Office Supplies,India,Kerala,Labels,21.3,58.68
Office Supplies,India,Kerala,Envelopes,10.53,183
Office Supplies,India,Kerala,Binders,71.22,389.34
Office Supplies,India,Kerala,Art,42.03,140.22
Office Supplies,India,Kerala,Appliances,971.82,5436.48
Office Supplies,United States,Kentucky,Supplies,17.9208,86.32
Office Supplies,United States,Kentucky,Storage,855.3874,4822.43
Office Supplies,United States,Kentucky,Paper,502.2111,1058.55
Office Supplies,United States,Kentucky,Labels,176.8009,363.4
Office Supplies,United States,Kentucky,Fasteners,21.8478,76.06
Office Supplies,United States,Kentucky,Envelopes,48.0766,105.35
Office Supplies,United States,Kentucky,Binders,1740.0312,3695.82
Office Supplies,United States,Kentucky,Art,98.606,350.72
Office Supplies,United States,Kentucky,Appliances,371.1852,1335.62
Office Supplies,Turkey,Kayseri,Supplies,-143.364,236.016
Office Supplies,Turkey,Kayseri,Storage,-318.504,266.616
Office Supplies,Turkey,Kayseri,Labels,-10.344,14.856
Office Supplies,Turkey,Kayseri,Fasteners,-5.496,8.784
Office Supplies,Turkey,Kayseri,Envelopes,-5.46,9.84
Office Supplies,Turkey,Kayseri,Binders,-3.45,7.38
Office Supplies,Turkey,Kayseri,Art,-63.87,82.98
Office Supplies,Mali,Kayes,Storage,14.1,56.46
Office Supplies,Mali,Kayes,Paper,45.06,90.18
Office Supplies,Mali,Kayes,Binders,18.48,122.82
Office Supplies,Lithuania,Kaunas,Storage,-186.18,132.3
Office Supplies,Lithuania,Kaunas,Paper,-46.188,29.412
Office Supplies,Lithuania,Kaunas,Labels,-27.78,12.78
Office Supplies,Lithuania,Kaunas,Art,-32.982,16.758
Office Supplies,Nigeria,Katsina,Supplies,-9.942,13.518
Office Supplies,Nigeria,Katsina,Storage,-111.276,60.084
Office Supplies,Nigeria,Katsina,Envelopes,-1.8,2.16
Office Supplies,Nigeria,Katsina,Binders,-12.672,7.488
Office Supplies,Nigeria,Katsina,Art,-40.884,21.816
Office Supplies,Democratic Republic of the Congo,Katanga,Supplies,29.04,211.68
Office Supplies,Democratic Republic of the Congo,Katanga,Storage,452.82,1741.41
Office Supplies,Democratic Republic of the Congo,Katanga,Paper,106.98,256.74
Office Supplies,Democratic Republic of the Congo,Katanga,Labels,9.66,29.04
Office Supplies,Democratic Republic of the Congo,Katanga,Fasteners,42.3,102.42
Office Supplies,Democratic Republic of the Congo,Katanga,Envelopes,45,169.26
Office Supplies,Democratic Republic of the Congo,Katanga,Binders,198.06,759.27
Office Supplies,Democratic Republic of the Congo,Katanga,Art,208.8,974.85
Office Supplies,Democratic Republic of the Congo,Katanga,Appliances,201.75,1852.92
Office Supplies,Turkey,Kastamonu,Supplies,-18.084,25.776
Office Supplies,Sudan,Kassala,Paper,94.56,394.56
Office Supplies,Sudan,Kassala,Labels,8.16,41.16
Office Supplies,Sudan,Kassala,Binders,3.09,8.37
Office Supplies,Democratic Republic of the Congo,Kasai-Oriental,Supplies,17.43,113.85
Office Supplies,Democratic Republic of the Congo,Kasai-Oriental,Storage,33.9,142.62
Office Supplies,Democratic Republic of the Congo,Kasai-Oriental,Paper,11.61,78.96
Office Supplies,Democratic Republic of the Congo,Kasai-Oriental,Fasteners,28.2,57.72
Office Supplies,Democratic Republic of the Congo,Kasai-Oriental,Envelopes,34.02,222.63
Office Supplies,Democratic Republic of the Congo,Kasai-Oriental,Binders,10.14,66.3
Office Supplies,Democratic Republic of the Congo,Kasai-Oriental,Art,17.85,232.77
Office Supplies,Democratic Republic of the Congo,Kasai-Oriental,Appliances,26.58,61.86
Office Supplies,Democratic Republic of the Congo,Kasai-Occidental,Supplies,7.08,63.96
Office Supplies,Democratic Republic of the Congo,Kasai-Occidental,Storage,36.81,141.63
Office Supplies,Democratic Republic of the Congo,Kasai-Occidental,Fasteners,3.87,12.57
Office Supplies,Democratic Republic of the Congo,Kasai-Occidental,Binders,8.52,78.15
Office Supplies,Democratic Republic of the Congo,Kasai-Occidental,Art,26.04,77.88
Office Supplies,Turkey,Kars,Storage,-29.79,79.38
Office Supplies,Turkey,Kars,Fasteners,-14.544,16.596
Office Supplies,Turkey,Kars,Binders,-27.36,43.8
Office Supplies,Turkey,Kars,Art,-17.1,21.36
Office Supplies,Turkey,Kars,Appliances,-51.702,72.768
Office Supplies,India,Karnataka,Supplies,15.12,185.94
Office Supplies,India,Karnataka,Storage,920.82,2597.91
Office Supplies,India,Karnataka,Paper,221.55,1140.93
Office Supplies,India,Karnataka,Labels,71.85,212.04
Office Supplies,India,Karnataka,Fasteners,127.77,477.48
Office Supplies,India,Karnataka,Envelopes,311.31,1500.81
Office Supplies,India,Karnataka,Binders,354.33,1114.14
Office Supplies,India,Karnataka,Art,82.47,352.92
Office Supplies,India,Karnataka,Appliances,36.9,194.34
Office Supplies,Iraq,Karbala',Storage,6.06,85.38
Office Supplies,Iraq,Karbala',Envelopes,16.44,32.88
Office Supplies,Iraq,Karbala',Binders,40.38,123
Office Supplies,Iraq,Karbala',Art,55.14,266.31
Office Supplies,Turkey,Karaman,Binders,-6.186,4.944
Office Supplies,Togo,Kara,Binders,.96,33.96
Office Supplies,United States,Kansas,Supplies,7.158600000,357.93
Office Supplies,United States,Kansas,Storage,101.6884,393.67
Office Supplies,United States,Kansas,Paper,147.6816,303
Office Supplies,United States,Kansas,Labels,8.694,18.9
Office Supplies,United States,Kansas,Fasteners,10.9211,24.05
Office Supplies,United States,Kansas,Binders,279.4432,611.92
Office Supplies,United States,Kansas,Art,45.9516,162.72
Office Supplies,United States,Kansas,Appliances,22.9488,81.96
Office Supplies,Nigeria,Kano,Supplies,-97.854,56.466
Office Supplies,Nigeria,Kano,Storage,-1663.281,957.159
Office Supplies,Nigeria,Kano,Paper,-235.692,162.018
Office Supplies,Nigeria,Kano,Labels,-20.466,12.114
Office Supplies,Nigeria,Kano,Fasteners,-4.188,4.302
Office Supplies,Nigeria,Kano,Envelopes,-63.174,49.806
Office Supplies,Nigeria,Kano,Binders,-353.472,198.558
Office Supplies,Nigeria,Kano,Art,-602.379,415.701
Office Supplies,Nigeria,Kano,Appliances,-1169.952,851.688
Office Supplies,Guinea,Kankan,Storage,459.57,1101.06
Office Supplies,Guinea,Kankan,Labels,4.29,10.74
Office Supplies,Guinea,Kankan,Fasteners,8.94,19.89
Office Supplies,Guinea,Kankan,Art,13.62,37.86
Office Supplies,Afghanistan,Kandahar,Paper,42.96,122.76
Office Supplies,Japan,Kanagawa,Supplies,33,100.32
Office Supplies,Japan,Kanagawa,Storage,24.36,71.82
Office Supplies,Japan,Kanagawa,Labels,24.24,50.64
Office Supplies,Japan,Kanagawa,Fasteners,138.18,396.36
Office Supplies,Uganda,Kampala,Supplies,-21.126,13.194
Office Supplies,Uganda,Kampala,Storage,-142.128,65.592
Office Supplies,Uganda,Kampala,Fasteners,-5.205,4.095
Office Supplies,Uganda,Kampala,Envelopes,-54.162,36.018
Office Supplies,Uganda,Kampala,Binders,-73.2,52.02
Office Supplies,Uganda,Kampala,Art,-39.48,37.8
Office Supplies,Russia,Kaluga,Supplies,17.28,192.36
Office Supplies,Russia,Kaluga,Storage,222.06,824.13
Office Supplies,Russia,Kaluga,Labels,6.81,20.88
Office Supplies,Russia,Kaluga,Binders,13.77,110.1
Office Supplies,Russia,Kaluga,Art,19.59,43.95
Office Supplies,Russia,Kaliningrad,Storage,70.92,399.9
Office Supplies,Russia,Kaliningrad,Paper,24.9,59.4
Office Supplies,Russia,Kaliningrad,Labels,3.6,11.67
Office Supplies,Russia,Kaliningrad,Binders,131.1,307.02
Office Supplies,Russia,Kaliningrad,Art,3.42,31.5
Office Supplies,Russia,Kaliningrad,Appliances,1.98,66.93
Office Supplies,Indonesia,Kalimantan Timur,Supplies,-70.2,124.02
Office Supplies,Indonesia,Kalimantan Timur,Storage,447.5646,1888.7646
Office Supplies,Indonesia,Kalimantan Timur,Paper,-101.0286,143.8314
Office Supplies,Indonesia,Kalimantan Timur,Labels,-58.8288,117.1512
Office Supplies,Indonesia,Kalimantan Timur,Fasteners,-46.824,103.986
Office Supplies,Indonesia,Kalimantan Timur,Envelopes,-171.771,445.359
Office Supplies,Indonesia,Kalimantan Timur,Binders,51.9801,215.3601
Office Supplies,Indonesia,Kalimantan Timur,Art,.242100000,209.3421
Office Supplies,Indonesia,Kalimantan Timur,Appliances,439.2057,1852.3857
Office Supplies,Indonesia,Kalimantan Selatan,Supplies,-18.198,60.102
Office Supplies,Indonesia,Kalimantan Selatan,Storage,-18.0258,213.0942
Office Supplies,Indonesia,Kalimantan Selatan,Paper,-34.7052,58.3848
Office Supplies,Indonesia,Kalimantan Selatan,Labels,-14.0715,57.4785
Office Supplies,Indonesia,Kalimantan Selatan,Envelopes,-6.7671,13.2129
Office Supplies,Indonesia,Kalimantan Selatan,Binders,32.091,134.211
Office Supplies,Indonesia,Kalimantan Barat,Supplies,-75.816,97.944
Office Supplies,Indonesia,Kalimantan Barat,Storage,153.6102,490.4802
Office Supplies,Indonesia,Kalimantan Barat,Labels,-4.485,10.335
Office Supplies,Indonesia,Kalimantan Barat,Envelopes,-18.5589,30.6711
Office Supplies,Indonesia,Kalimantan Barat,Binders,60.75,176.79
Office Supplies,Turkey,Kahramanmaras,Storage,-16.848,13.992
Office Supplies,Turkey,Kahramanmaras,Fasteners,-2.82,6.6
Office Supplies,Turkey,Kahramanmaras,Envelopes,-20.148,18.312
Office Supplies,Turkey,Kahramanmaras,Binders,-24.924,52.056
Office Supplies,Turkey,Kahramanmaras,Art,-107.802,118.128
Office Supplies,Turkey,Kahramanmaras,Appliances,-30.312,28.188
Office Supplies,Japan,Kagawa,Art,34.11,148.41
Office Supplies,Egypt,Kafr Ash Shaykh,Binders,5.61,21.93
Office Supplies,Egypt,Kafr Ash Shaykh,Art,0,107.4
Office Supplies,Nigeria,Kaduna,Storage,-311.052,179.028
Office Supplies,Nigeria,Kaduna,Paper,-31.518,22.572
Office Supplies,Nigeria,Kaduna,Labels,-48.588,23.652
Office Supplies,Nigeria,Kaduna,Fasteners,-55.377,31.383
Office Supplies,Nigeria,Kaduna,Envelopes,-131.241,91.359
Office Supplies,Nigeria,Kaduna,Binders,-301.05,194.76
Office Supplies,Nigeria,Kaduna,Art,-99.636,84.564
Office Supplies,Nigeria,Kaduna,Appliances,-1974.846,1582.614
Office Supplies,Afghanistan,Kabul,Supplies,66.12,220.2
Office Supplies,Afghanistan,Kabul,Storage,187.11,761.61
Office Supplies,Afghanistan,Kabul,Paper,15.51,186.9
Office Supplies,Afghanistan,Kabul,Labels,40.14,105.66
Office Supplies,Afghanistan,Kabul,Fasteners,4.5,59.22
Office Supplies,Afghanistan,Kabul,Envelopes,9.45,79.47
Office Supplies,Afghanistan,Kabul,Binders,90.39,457.62
Office Supplies,Afghanistan,Kabul,Art,119.55,367.98
Office Supplies,Afghanistan,Kabul,Appliances,280.8,669.12
Office Supplies,Uganda,Kabarole,Envelopes,-5.487,3.573
Office Supplies,Russia,Kabardino-Balkariya,Storage,2.34,39.42
Office Supplies,Russia,Kabardino-Balkariya,Art,3.12,34.8
Office Supplies,Peru,Junín,Supplies,4.944000000,42.444
Office Supplies,Peru,Junín,Envelopes,-10.812,28.188
Office Supplies,Peru,Junín,Binders,-44.984,87.816
Office Supplies,Argentina,Jujuy,Supplies,-8.352,18.528
Office Supplies,Somalia,Jubbada Hoose,Storage,1.44,48.9
Office Supplies,Somalia,Jubbada Hoose,Paper,79.02,158.04
Office Supplies,Somalia,Jubbada Hoose,Labels,6.48,18.24
Office Supplies,Somalia,Jubbada Hoose,Envelopes,4.95,14.64
Office Supplies,Somalia,Jubbada Hoose,Binders,16.26,58.44
Office Supplies,Somalia,Jubbada Hoose,Art,8.28,55.26
Office Supplies,Uzbekistan,Jizzakh,Appliances,1.8,60
Office Supplies,Saudi Arabia,Jizan,Storage,48.99,265.17
Office Supplies,Saudi Arabia,Jizan,Paper,19.68,44.82
Office Supplies,Saudi Arabia,Jizan,Labels,19.32,41.28
Office Supplies,Saudi Arabia,Jizan,Binders,17.28,54
Office Supplies,Saudi Arabia,Jizan,Art,2.61,15.48
Office Supplies,Uganda,Jinja,Supplies,-42.768,28.512
Office Supplies,Uganda,Jinja,Storage,-11.145,14.535
Office Supplies,Uganda,Jinja,Binders,-10.191,5.949
Office Supplies,Uganda,Jinja,Art,-28.953,15.237
Office Supplies,China,Jilin,Supplies,31.32,186.51
Office Supplies,China,Jilin,Storage,175.11,647.13
Office Supplies,China,Jilin,Paper,122.46,426.96
Office Supplies,China,Jilin,Labels,28.65,84.6
Office Supplies,China,Jilin,Fasteners,31.83,179.64
Office Supplies,China,Jilin,Envelopes,105.84,479.73
Office Supplies,China,Jilin,Binders,141.54,472.32
Office Supplies,China,Jilin,Art,58.71,407.82
Office Supplies,China,Jilin,Appliances,1330.44,3641.31
Office Supplies,China,Jiangxi,Storage,170.82,784.59
Office Supplies,China,Jiangxi,Labels,.18,19.74
Office Supplies,China,Jiangxi,Fasteners,30.24,110.01
Office Supplies,China,Jiangxi,Envelopes,110.97,315.39
Office Supplies,China,Jiangxi,Binders,54.54,374.85
Office Supplies,China,Jiangxi,Art,13.86,99
Office Supplies,China,Jiangxi,Appliances,113.28,283.26
Office Supplies,China,Jiangsu,Supplies,263.64,1126.29
Office Supplies,China,Jiangsu,Storage,973.05,4630.89
Office Supplies,China,Jiangsu,Paper,318.93,855.09
Office Supplies,China,Jiangsu,Labels,35.31,139.02
Office Supplies,China,Jiangsu,Fasteners,91.53,333.63
Office Supplies,China,Jiangsu,Envelopes,471.96,1715.22
Office Supplies,China,Jiangsu,Binders,269.4,953.46
Office Supplies,China,Jiangsu,Art,340.17,1364.25
Office Supplies,China,Jiangsu,Appliances,643.89,5293.77
Office Supplies,India,Jharkhand,Storage,1147.77,2702.79
Office Supplies,India,Jharkhand,Paper,93.21,273.09
Office Supplies,India,Jharkhand,Labels,33.63,84.06
Office Supplies,India,Jharkhand,Fasteners,5.55,49.41
Office Supplies,India,Jharkhand,Binders,95.58,330.66
Office Supplies,India,Jharkhand,Art,43.92,109.8
Office Supplies,Israel,Jerusalem,Storage,67.5,1134.6
Office Supplies,Israel,Jerusalem,Paper,6.27,46.86
Office Supplies,Israel,Jerusalem,Labels,2.64,38.04
Office Supplies,Israel,Jerusalem,Fasteners,13.23,65.61
Office Supplies,Israel,Jerusalem,Envelopes,140.64,360.96
Office Supplies,Israel,Jerusalem,Binders,123.69,455.73
Office Supplies,Israel,Jerusalem,Art,25.2,103.8
Office Supplies,South Korea,Jeju,Storage,-13.2,43.8
Office Supplies,South Korea,Jeju,Labels,-9.12,10.08
Office Supplies,Indonesia,Jawa Timur,Supplies,-189.8004,450.6696
Office Supplies,Indonesia,Jawa Timur,Storage,203.7258,3001.4958
Office Supplies,Indonesia,Jawa Timur,Paper,-215.8149,473.6451
Office Supplies,Indonesia,Jawa Timur,Labels,-57.7503,225.5097
Office Supplies,Indonesia,Jawa Timur,Fasteners,-85.5303,257.3097
Office Supplies,Indonesia,Jawa Timur,Envelopes,-175.6152,708.6948
Office Supplies,Indonesia,Jawa Timur,Binders,142.2759,1341.8859
Office Supplies,Indonesia,Jawa Timur,Art,29.648100000,1557.0681
Office Supplies,Indonesia,Jawa Timur,Appliances,1148.1942,9769.7142
Office Supplies,Indonesia,Jawa Tengah,Supplies,-162.6018,480.1482
Office Supplies,Indonesia,Jawa Tengah,Storage,126.4905,840.2505
Office Supplies,Indonesia,Jawa Tengah,Paper,-67.1346,238.5954
Office Supplies,Indonesia,Jawa Tengah,Labels,-96.8115,218.0685
Office Supplies,Indonesia,Jawa Tengah,Fasteners,-173.4768,259.9332
Office Supplies,Indonesia,Jawa Tengah,Envelopes,-73.6836,438.7764
Office Supplies,Indonesia,Jawa Tengah,Binders,47.5458,150.4458
Office Supplies,Indonesia,Jawa Tengah,Art,-108.3618,932.4582
Office Supplies,Indonesia,Jawa Tengah,Appliances,286.9254,1883.5854
Office Supplies,Indonesia,Jawa Barat,Supplies,-483.0108,1018.9992
Office Supplies,Indonesia,Jawa Barat,Storage,455.1936,5668.8336
Office Supplies,Indonesia,Jawa Barat,Paper,-568.3146,1292.7654
Office Supplies,Indonesia,Jawa Barat,Labels,-122.8116,304.8984
Office Supplies,Indonesia,Jawa Barat,Fasteners,-396.8025,820.8375
Office Supplies,Indonesia,Jawa Barat,Envelopes,-168.1455,543.0645
Office Supplies,Indonesia,Jawa Barat,Binders,121.0029,1952.6829
Office Supplies,Indonesia,Jawa Barat,Art,-301.9538,2257.8762
Office Supplies,Indonesia,Jawa Barat,Appliances,377.4033,5533.2033
Office Supplies,India,Jammu and Kashmir,Storage,6,21.54
Office Supplies,India,Jammu and Kashmir,Paper,50.94,124.5
Office Supplies,India,Jammu and Kashmir,Labels,2.7,18.87
Office Supplies,India,Jammu and Kashmir,Fasteners,15.96,77.25
Office Supplies,India,Jammu and Kashmir,Art,4.62,35.7
Office Supplies,India,Jammu and Kashmir,Appliances,895.29,2579.76
Office Supplies,Indonesia,Jambi,Supplies,-32.0865,99.6135
Office Supplies,Indonesia,Jambi,Storage,-4.5564,93.7236
Office Supplies,Indonesia,Jambi,Labels,-6.1614,13.5786
Office Supplies,Indonesia,Jambi,Envelopes,-14.0499,43.5501
Office Supplies,Indonesia,Jambi,Binders,63.4935,164.7135
Office Supplies,Indonesia,Jambi,Appliances,625.5066,2199.5166
Office Supplies,Mexico,Jalisco,Supplies,318.16,920.2
Office Supplies,Mexico,Jalisco,Storage,930.82,4436.38
Office Supplies,Mexico,Jalisco,Paper,135.94,816.8
Office Supplies,Mexico,Jalisco,Labels,50.94,202.08
Office Supplies,Mexico,Jalisco,Fasteners,205.12,795.96
Office Supplies,Mexico,Jalisco,Envelopes,349.08,1286.7
Office Supplies,Mexico,Jalisco,Binders,292.68,1446.2
Office Supplies,Mexico,Jalisco,Art,250.28,1139.9
Office Supplies,Mexico,Jalisco,Appliances,56.08,236.12
Office Supplies,Indonesia,Jakarta,Supplies,-787.0722,1624.0578
Office Supplies,Indonesia,Jakarta,Storage,503.1783,7145.4783
Office Supplies,Indonesia,Jakarta,Paper,-455.8452,918.5748
Office Supplies,Indonesia,Jakarta,Labels,-126.2925,447.1875
Office Supplies,Indonesia,Jakarta,Fasteners,-300.9186,775.0614
Office Supplies,Indonesia,Jakarta,Envelopes,-405.3216,931.3584
Office Supplies,Indonesia,Jakarta,Binders,199.0851,1381.9251
Office Supplies,Indonesia,Jakarta,Art,-122.4708,1341.7692
Office Supplies,Indonesia,Jakarta,Appliances,2344.9416,10507.4016
Office Supplies,Turkey,Izmir,Supplies,-318.222,382.668
Office Supplies,Turkey,Izmir,Storage,-1160.814,1218.996
Office Supplies,Turkey,Izmir,Paper,-129.234,162.156
Office Supplies,Turkey,Izmir,Labels,-20.406,24.504
Office Supplies,Turkey,Izmir,Fasteners,-42.528,43.392
Office Supplies,Turkey,Izmir,Envelopes,-135.276,177.024
Office Supplies,Turkey,Izmir,Binders,-108.72,134.34
Office Supplies,Turkey,Izmir,Art,-278.118,392.532
Office Supplies,Turkey,Izmir,Appliances,-1089.288,915.072
Office Supplies,Russia,Ivanovo,Supplies,14.76,212.22
Office Supplies,Russia,Ivanovo,Storage,55.02,307.8
Office Supplies,Russia,Ivanovo,Paper,20.52,187.2
Office Supplies,Russia,Ivanovo,Fasteners,8.88,26.22
Office Supplies,Russia,Ivanovo,Envelopes,4.92,44.82
Office Supplies,Russia,Ivanovo,Art,10.77,84.21
Office Supplies,Ukraine,Ivano-Frankivsk,Supplies,36.06,73.08
Office Supplies,Ukraine,Ivano-Frankivsk,Storage,8.94,58.74
Office Supplies,Ukraine,Ivano-Frankivsk,Labels,14.16,95.52
Office Supplies,Ukraine,Ivano-Frankivsk,Binders,10.26,29.37
Office Supplies,Ukraine,Ivano-Frankivsk,Art,32.46,101.46
Office Supplies,Turkey,Istanbul,Supplies,-555.636,677.964
Office Supplies,Turkey,Istanbul,Storage,-4037.568,3862.812
Office Supplies,Turkey,Istanbul,Paper,-430.626,506.484
Office Supplies,Turkey,Istanbul,Labels,-197.73,192.12
Office Supplies,Turkey,Istanbul,Fasteners,-99.894,122.436
Office Supplies,Turkey,Istanbul,Envelopes,-373.722,386.568
Office Supplies,Turkey,Istanbul,Binders,-928.116,987.144
Office Supplies,Turkey,Istanbul,Art,-1254.102,1303.128
Office Supplies,Turkey,Istanbul,Appliances,-2030.91,1989
Office Supplies,Cuba,Isla de la Juventud,Supplies,23.78,123.06
Office Supplies,Cuba,Isla de la Juventud,Paper,50.28,339.12
Office Supplies,Cuba,Isla de la Juventud,Fasteners,5.68,14.6
Office Supplies,Cuba,Isla de la Juventud,Envelopes,19.38,185.7
Office Supplies,Cuba,Isla de la Juventud,Binders,14.32,30.48
Office Supplies,Cuba,Isla de la Juventud,Art,9.3,49.02
Office Supplies,Cuba,Isla de la Juventud,Appliances,302.16,647.5
Office Supplies,Japan,Ishikawa,Labels,3.42,21.72
Office Supplies,Russia,Irkutsk,Supplies,17.16,92.43
Office Supplies,Russia,Irkutsk,Storage,573.81,1886.64
Office Supplies,Russia,Irkutsk,Paper,27.9,72.24
Office Supplies,Russia,Irkutsk,Labels,2.61,6.57
Office Supplies,Russia,Irkutsk,Fasteners,8.88,27.9
Office Supplies,Russia,Irkutsk,Binders,7.14,43.77
Office Supplies,Russia,Irkutsk,Art,36.9,161.52
Office Supplies,Tanzania,Iringa,Storage,-46.332,462.348
Office Supplies,Jordan,Irbid,Binders,25.2,105.18
Office Supplies,United States,Iowa,Storage,3.5048,13.48
Office Supplies,United States,Iowa,Paper,149.7355,315.81
Office Supplies,United States,Iowa,Fasteners,21.5824,45.92
Office Supplies,United States,Iowa,Envelopes,6.3708,13.4
Office Supplies,United States,Iowa,Binders,118.7179,247.96
Office Supplies,United States,Iowa,Art,45.4938,146.58
Office Supplies,China,Inner Mongolia,Storage,236.52,1199.52
Office Supplies,China,Inner Mongolia,Paper,46.83,126.84
Office Supplies,China,Inner Mongolia,Labels,32.97,214.26
Office Supplies,China,Inner Mongolia,Fasteners,26.16,150.69
Office Supplies,China,Inner Mongolia,Envelopes,21.21,85.35
